id,name,cn,val,reference,color,collection
"""300103701410920649120231227BL1""","""71""","""TRANSPARE""","""NTG""","""50""","""20BL171TRANSPA""","""RENTGBL171LYDLES"""
"""300103701410920243120231227BL1""","""72""","""PINKRGOLD""","""48""","""18BL172PINKRGOLDBL172LYDLES""","""YEUX""","""DOUXPINKRGOLDROSE"""
"""300103701410920236120231227BL1""","""72""","""PURPLEGOLD""","""48""","""18BL172PURPLEGOLDBL172LYDLES""","""YEUX""","""DOUXPURPLEGOLDVIOLET"""
"""300103701410920250120231227BL1""","""72""","""WHITEGOLD""","""48""","""18BL172WHITEGOLDBL172LYDLES""","""YEUX""","""DOUXWHITEGOLDBLANC"""
"""300103701410919704120231227BL1""","""73""","""BLACKGOLD""","""55""","""18BL173BLACKGOLDBL173LYDLES""","""YEUX""","""DOUXBLACKGOLDNOIR"""
"""300103701410919681120231227BL1""","""73""","""GREYSILVE""","""R""","""55""","""18BL173GREYSIL""","""VERBL173LYDLES"""
"""300103701410919698120231227BL1""","""73""","""TBROWNGOL""","""D""","""55""","""18BL173TBROWNG""","""OLDBL173LYDLES"""
"""300103701410919803120231227BL1""","""74""","""BLACKGOLD""","""50""","""23BL174BLACKGOLDBL174LYDLES""","""YEUX""","""DOUXBLACKGOLDNOIR"""
"""300103701410919827120231227BL1""","""74""","""ROSEGOLD""","""50""","""23BL174ROSEGOLDBL174LYDLES""","""YEUX""","""DOUXROSEGOLDROSE"""
"""300103701410919810120231227BL1""","""74""","""TBROWNGOL""","""D""","""50""","""23BL174TBROWNG""","""OLDBL174LYDLES"""
"""300103701410920489120231227BL1""","""75""","""BRGOLD""","""48""","""24BL175BRGOLDBL175LYDLES""","""YEUX""","""DOUXBRGOLDNOIR"""
"""300103701410920496120231227BL1""","""75""","""GREENGUN""","""48""","""24BL175GREENGUNBL175LYDLES""","""YEUX""","""DOUXGREENGUNGRIS"""
"""300103701410920472120231227BL1""","""75""","""REDBRONZE""","""48""","""24BL175REDBRONZEBL175LYDLES""","""YEUX""","""DOUXREDBRONZEMARRON"""
"""300103701410919711120231227BL1""","""76""","""BLACKDGOL""","""D""","""49""","""17BL176BLACKDG""","""OLDBL176LYDLES"""
"""300103701410919735120231227BL1""","""76""","""PBROWNGOL""","""D""","""49""","""17BL176PBROWNG""","""OLDBL176LYDLES"""
"""300103701410919728120231227BL1""","""76""","""TBROWNGOL""","""D""","""49""","""17BL176TBROWNG""","""OLDBL176LYDLES"""
"""300103701410920373120231227BL1""","""77""","""BEB""","""47""","""18BL177BEBBL177LYDLES""","""YEUX""","""DOUXBEBECAILLEAAB4718140BB211691"""
"""300103701410920366120231227BL1""","""77""","""BLACKGOLD""","""47""","""18BL177BLACKGOLDBL177LYDLES""","""YEUX""","""DOUXBLACKGOLDNOIR"""
"""300103701410920359120231227BL1""","""77""","""PINKRGOLD""","""47""","""18BL177PINKRGOLDBL177LYDLES""","""YEUX""","""DOUXPINKRGOLDECAILLE"""
"""300103701410920588120231227BL1""","""78""","""BLACKGOLD""","""48""","""21BL178BLACKGOLDBL178LYDLES""","""YEUX""","""DOUXBLACKGOLDNOIR"""
"""300103701410920571120231227BL1""","""78""","""BLUESILVE""","""R""","""48""","""21BL178BLUESIL""","""VERBL178LYDLES"""
"""300103701410920564120231227BL1""","""78""","""BROWNGOLD""","""48""","""21BL178BROWNGOLDBL178LYDLES""","""YEUX""","""DOUXBROWNGOLDMARRON"""
"""300103701410919957120231227BL1""","""79""","""BLACKGOLD""","""52""","""18BL179BLACKGOLDBL179LYDLES""","""YEUX""","""DOUXBLACKGOLDNOIR"""
"""300103701410919971120231227BL1""","""79""","""GOLD""","""52""","""18BL179GOLDBL179LYDLES""","""YEUX""","""DOUXGOLDORAAB5218140BB211691"""
"""300103701410919964120231227BL1""","""79""","""RGOLD""","""52""","""18BL179RGOLDBL179LYDLES""","""YEUX""","""DOUXRGOLDROUGE"""
"""300103701410919889120231227BL1""","""80""","""BLACKGOLD""","""49""","""20BL180BLACKGOLDBL180LYDLES""","""YEUX""","""DOUXBLACKGOLDOR"""
"""300103701410919872120231227BL1""","""80""","""TBRGOLD""","""49""","""20BL180TBRGOLDBL180LYDLES""","""YEUX""","""DOUXTBRGOLDOR"""
"""300103701410919865120231227BL1""","""80""","""TGREYSILV""","""ER""","""49""","""20BL180TGREYSI""","""LVERBL180LYDLES"""
"""300103701410919988120231227BL1""","""81""","""BLACKGOLD""","""52""","""18BL181BLACKGOLDBL181LYDLES""","""YEUX""","""DOUXBLACKGOLDNOIR"""
"""300103701410919995120231227BL1""","""81""","""PINKRGOLD""","""52""","""18BL181PINKRGOLDBL181LYDLES""","""YEUX""","""DOUXPINKRGOLDROUGE"""
"""300103701410920007120231227BL1""","""81""","""REDGOLD""","""52""","""18BL181REDGOLDBL181LYDLES""","""YEUX""","""DOUXREDGOLDROSE"""
"""300103701410920762120231227BL1""","""82""","""BLACKGOLD""","""""","""50""","""21BL182BLACKGO""","""LDBL182LYDLES"""
"""300103701410920755120231227BL1""","""82""","""BLACKSILV""","""ER""","""""","""50""","""21BL182BLACKSILVERBL182LYDLES"""
"""300103701410920748120231227BL1""","""82""","""TGOLD""","""""","""50""","""21BL182TGOLDBL""","""182LYDLES"""
"""300103701410920731120231227BL1""","""83""","""BLACKGOLD""","""S15""","""51""","""25BL183BLACKGO""","""LDS15BL183LYDLES"""
"""300103701410920717120231227BL1""","""83""","""REDGOLDS1""","""6""","""51""","""25BL183REDGOLD""","""S16BL183LYDLES"""
"""300103701410920724120231227BL1""","""83""","""ROSEGOLD1""","""8""","""51""","""25BL183ROSEGOL""","""DS18BL183LYDLES"""
"""300103701410920687120231227BL1""","""84""","""PINKGOLD""","""54""","""20BL184PINKGOLDBL184LYDLES""","""YEUX""","""DOUXPINKGOLDNUDE"""
"""300103701410920694120231227BL1""","""84""","""ROSEGREY""","""54""","""20BL184ROSEGREYBL184LYDLES""","""YEUX""","""DOUXROSEGREYDOREE"""
"""300103701410920700120231227BL1""","""84""","""TGOLD""","""54""","""20BL184TGOLDBL184LYDLES""","""YEUX""","""DOUXTGOLDECAILLE"""
"""300103701410921080120231227BL1""","""85""","""BRSILVER""","""49""","""24BL185BRSILVERBL185LYDLES""","""YEUX""","""DOUXBRSILVERROUGE"""
"""300103701410921097120231227BL1""","""85""","""TGOLD""","""49""","""24BL185TGOLDBL185LYDLES""","""YEUX""","""DOUXTGOLDECAILLEAAB4924145BB211691"""
"""300103701410921073120231227BL1""","""85""","""TGREY""","""49""","""24BL185TGREYBL185LYDLES""","""YEUX""","""DOUXTGREYECAILLE"""
"""300103701410921042120231227BL1""","""86""","""BLACKGREY""","""49""","""22BL186BLACKGREYBL186LYDLES""","""YEUX""","""DOUXBLACKGREYNOIRAAB4922145BB211691"""
"""300103701410921059120231227BL1""","""86""","""PINKGOLD""","""49""","""22BL186PINKGOLDBL186LYDLES""","""YEUX""","""DOUXPINKGOLDROSEAAB4922145BB211691"""
"""300103701410921066120231227BL1""","""86""","""TBROWN""","""49""","""22BL186TBROWNBL186LYDLES""","""YEUX""","""DOUXTBROWNECAILLEAAB4922145BB211691"""
"""300103701410921028120231227BL1""","""87""","""ROSEGOLD""","""50""","""23BL187ROSEGOLDBL187LYDLES""","""YEUX""","""DOUXROSEGOLDECAILLE"""
"""300103701410921011120231227BL1""","""87""","""SILVER""","""50""","""23BL187SILVERBL187LYDLES""","""YEUX""","""DOUXSILVERBLEU"""
"""300103701410921035120231227BL1""","""87""","""TGOLD""","""50""","""23BL187TGOLDBL187LYDLES""","""YEUX""","""DOUXTGOLDECAILLEAAB5023145BB211691"""
"""300103701410920984120231227BL1""","""88""","""BLUESILVE""","""R""","""51""","""19BL188BLUESIL""","""VERBL188LYDLES"""
"""300103701410920991120231227BL1""","""88""","""ROSEGOLD""","""51""","""19BL188ROSEGOLDBL188LYDLES""","""YEUX""","""DOUXROSEGOLDDOREE"""
"""300103701410921004120231227BL1""","""88""","""TGOLD""","""51""","""19BL188TGOLDBL188LYDLES""","""YEUX""","""DOUXTGOLDECAILLE"""
"""300103701410913962120231227BL1""","""89""","""BLACK""","""54""","""16BL189BLACKBL189LYDLES""","""YEUX""","""DOUXBLACKNOIRAAB5416140AA211691"""
"""300103701410914099120231227BL1""","""89""","""TBROWN""","""54""","""16BL189TBROWNBL189LYDLES""","""YEUX""","""DOUXTBROWNECAILLEAAB5416140AA211691"""
"""300103701410914105120231227BL1""","""89""","""TGREY""","""54""","""16BL189TGREYBL189LYDLES""","""YEUX""","""DOUXTGREYECAILLE"""
"""300103701410914471120231227BL1""","""90""","""BLACK""","""52""","""17BL190BLACKBL190LYDLES""","""YEUX""","""DOUXBLACKNOIRAAB5217140AA211691"""
"""300103701410914532120231227BL1""","""90""","""LIGHTTBRO""","""WN""","""52""","""17BL190LIGHTTB""","""ROWNBL190LYDLES"""
"""300103701410913894120231227BL1""","""90""","""TBROWN""","""52""","""17BL190TBROWNBL190LYDLES""","""YEUX""","""DOUXTBROWNECAILLEAAB5217140AA211691"""
"""300103701410922063120231227BL1""","""91""","""BLACKGREY""","""49""","""23BL191BLACKGREYBL191LYDLES""","""YEUX""","""DOUXBLACKGREYGRIS"""
"""300103701410922056120231227BL1""","""91""","""BROWNCHAM""","""P""","""49""","""23BL191BROWNCH""","""AMPBL191LYDLES"""
"""300103701410922049120231227BL1""","""91""","""REDPINKNU""","""DE""","""49""","""23BL191REDPINK""","""NUDEBL191LYDLES"""
"""300103701410921660120231227BL1""","""92""","""BLACKGOLD""","""S14""","""51""","""21BL192BLACKGO""","""LDS14BL192LYDLES"""
"""300103701410921653120231227BL1""","""92""","""BROWNGOLD""","""S15""","""51""","""21BL192BROWNGO""","""LDS15BL192LYDLES"""
"""300103701410921646120231227BL1""","""92""","""PINKRGOLD""","""S18""","""51""","""21BL192PINKRGO""","""LDS18BL192LYDLES"""
"""300103701410914174120231227BL1""","""93""","""BLACKGREY""","""S14""","""51""","""23BL193BLACKGR""","""EYS14BL193LYDLES"""
"""300103701410914044120231227BL1""","""93""","""BROWNS18""","""51""","""23BL193BROWNS18BL193LYDLES""","""YEUX""","""DOUXBROWNS18ECAILLEBAA5123150AA23200S18DEGRADEC11"""
"""300103701410914259120231227BL1""","""93""","""TGREY16""","""51""","""23BL193TGREYS16BL193LYDLES""","""YEUX""","""DOUXTGREY16TRANSPARENT"""
"""300103701410914235120231227BL1""","""94""","""BLACKS17""","""42""","""22BL194BLACKS17BL194LYDLES""","""YEUX""","""DOUXBLACKS17NOIRBAD4222145AA23200S17DEGRADEC11"""
"""300103701410914297120231227BL1""","""94""","""GREENS16""","""42""","""22BL194GREENS16BL194LYDLES""","""YEUX""","""DOUXGREENS16VERT"""
"""300103701410914525120231227BL1""","""94""","""HALFBROWN""","""S16""","""42""","""22BL194HALFBRO""","""WNS16BL194LYDLES"""
"""300103701410914068120231227BL1""","""94""","""HAVANAS15""","""42""","""22BL194HAVANAS15BL194LYDLES""","""YEUX""","""DOUXHAVANAS15MARRON"""
"""300103701410921639120231227BL1""","""95""","""BLACKGOLD""","""48""","""21BL195BLACKGOLDBL195LYDLES""","""YEUX""","""DOUXBLACKGOLDNOIR"""
"""300103701410921615120231227BL1""","""95""","""SILVERGRE""","""Y""","""48""","""21BL195SILVERG""","""REYBL195LYDLES"""
"""300103701410921622120231227BL1""","""95""","""TORTOISE""","""48""","""21BL195TORTOISEBL195LYDLES""","""YEUX""","""DOUXTORTOISEOR"""
"""300103701410921608120231227BL1""","""96""","""BLACKGOLD""","""51""","""18BL196BLACKGOLDBL196LYDLES""","""YEUX""","""DOUXBLACKGOLDNOIR"""
"""300103701410921592120231227BL1""","""96""","""ROSEGOLD""","""51""","""18BL196ROSEGOLDBL196LYDLES""","""YEUX""","""DOUXROSEGOLDOR"""
"""300103701410921585120231227BL1""","""96""","""TORTOISE""","""51""","""18BL196TORTOISEBL196LYDLES""","""YEUX""","""DOUXTORTOISEOR"""
"""300103701410921578120231227BL1""","""97""","""BLACKGOLD""","""53""","""18BL197BLACKGOLDBL197LYDLES""","""YEUX""","""DOUXBLACKGOLDNOIR"""
"""300103701410921561120231227BL1""","""97""","""ROSEGOLDT""","""53""","""18BL197ROSEGOLDTBL197LYDLES""","""YEUX""","""DOUXROSEGOLDTDORRE"""
"""300103701410921554120231227BL1""","""97""","""SILVERBLU""","""E""","""53""","""18BL197SILVERB""","""LUEBL197LYDLES"""
"""300103701410921547120231227BL1""","""98""","""BLACKGOLD""","""54""","""17BL198BLACKGOLDBL198LYDLES""","""YEUX""","""DOUXBLACKGOLDNOIR"""
"""300103701410921530120231227BL1""","""98""","""ROSEGOLDT""","""54""","""17BL198ROSEGOLDTBL198LYDLES""","""YEUX""","""DOUXROSEGOLDTOR"""
"""300103701410921523120231227BL1""","""98""","""SILVERBLU""","""E""","""54""","""17BL198SILVERB""","""LUEBL198LYDLES"""
"""3001037014109349741BL198""","""BLACKSILVER""","""54""","""17""","""BL198BLACKSILVERBL198LYDLES""","""YEUX""","""DOUXBLACKSILVER"""
"""300103701410921516120231227BL1""","""99""","""GOLD""","""52""","""18BL199GOLDBL199LYDLES""","""YEUX""","""DOUXGOLDORACA5218140CC211691"""
"""300103701410921509120231227BL1""","""99""","""SILVER""","""52""","""18BL199SILVERBL199LYDLES""","""YEUX""","""DOUXSILVERARGENTACA5218140CC211691"""
"""300103701410919018120231227BL2""","""00""","""GREYSILVER""","""48""","""21BL200GREYSILVERBL200LYDLES""","""YEUX""","""DOUXGREYSILVERECAILLE"""
"""300103701410919001120231227BL2""","""00""","""GREYSILVER""","""S14""","""48""","""21BL200GREYSILV""","""ERS14BL200LYDLES"""
"""300103701410919032120231227BL2""","""00""","""ROSEGOLD""","""48""","""21BL200ROSEGOLDBL200LYDLES""","""YEUX""","""DOUXROSEGOLDOR"""
"""300103701410919025120231227BL2""","""00""","""ROSEGOLDS1""","""8""","""48""","""21BL200ROSEGOLD""","""S18BL200LYDLES"""
"""300103701410919056120231227BL2""","""00""","""TBROWNGOLD""","""48""","""21BL200TBROWNGOLDBL200LYDLES""","""YEUX""","""DOUXTBROWNGOLDECAILLE"""
"""300103701410919049120231227BL2""","""00""","""TBROWNGOLD""","""S15""","""48""","""21BL200TBROWNGO""","""LDS15BL200LYDLES"""
"""300103701410918950120231227BL2""","""01""","""GOLD""","""52""","""16BL201GOLDBL201LYDLES""","""YEUX""","""DOUXGOLDDOREACD5216140CC211691"""
"""300103701410918943120231227BL2""","""01""","""GOLDS14""","""52""","""16BL201GOLDS14BL201LYDLES""","""YEUX""","""DOUXGOLDS14BLEUBCD5216140CC23200S14DEGRADEC11"""
"""300103701410918998120231227BL2""","""01""","""TBROWNGOL""","""D""","""52""","""16BL201TBROWNG""","""OLDBL201LYDLES"""
"""300103701410918981120231227BL2""","""01""","""TBROWNGOL""","""DS18""","""52""","""16BL201TBROWNG""","""OLDS18BL201LYDLES"""
"""300103701410918974120231227BL2""","""01""","""TGREYSILV""","""ER""","""52""","""16BL201TGREYSI""","""LVERBL201LYDLES"""
"""300103701410918967120231227BL2""","""01""","""TGREYSILV""","""ERS16""","""52""","""16BL201TGREYSI""","""LVERS16BL201LYDLES"""
"""300103701410918929120231227BL2""","""02""","""PINKBLACK""","""51""","""21BL202PINKBLACKBL202LYDLES""","""YEUX""","""DOUXPINKBLACKNOIR"""
"""300103701410918912120231227BL2""","""02""","""REDPINK""","""51""","""21BL202REDPINKBL202LYDLES""","""YEUX""","""DOUXREDPINKROUGE"""
"""300103701410918936120231227BL2""","""02""","""TBROWNP""","""51""","""21BL202TBROWNPBL202LYDLES""","""YEUX""","""DOUXTBROWNPMARRON"""
"""300103701410918875120231227BL2""","""03""","""BLACKTBRO""","""WN""","""51""","""21BL203BLACKTB""","""ROWNBL203LYDLES"""
"""300103701410918899120231227BL2""","""03""","""PINKBACK""","""51""","""21BL203PINKBLACKBL203LYDLES""","""YEUX""","""DOUXPINKBACKROSE"""
"""300103701410918868120231227BL2""","""03""","""TBROWNBLA""","""CK""","""51""","""21BL203TBROWNB""","""EIGEBL203LYDLES"""
"""300103701410918820120231227BL2""","""04""","""BLACKGREY""","""GOLD""","""50""","""19BL204BLACKGR""","""EYGOLDBL204LYDLES"""
"""300103701410918844120231227BL2""","""04""","""GREENBLUE""","""SILVE""","""R""","""50""","""19BL204GREENBLUESILVERBL204LYDLES"""
"""300103701410918837120231227BL2""","""04""","""TBROWNBGO""","""LD""","""50""","""19BL204TBROWNB""","""GOLDBL204LYDLES"""
"""300103701410918776120231227BL2""","""05""","""BLACKBEIG""","""E""","""54""","""21BL205BLACKBE""","""IGEBL205LYDLES"""
"""300103701410918769120231227BL2""","""05""","""BLACKBEIG""","""ES17""","""54""","""21BL205BLACKBE""","""IGES17BL205LYDLES"""
"""300103701410918813120231227BL2""","""05""","""TBROWNBLA""","""CK""","""54""","""21BL205TBROWNB""","""LACKBL205LYDLES"""
"""300103701410918806120231227BL2""","""05""","""TBROWNBLA""","""CKS16""","""54""","""21BL205TBROWNB""","""LACKS16BL205LYDLES"""
"""300103701410918790120231227BL2""","""05""","""TROSEPINK""","""54""","""21BL205TROSEPINKBL205LYDLES""","""YEUX""","""DOUXTROSEPINKOR"""
"""300103701410918783120231227BL2""","""05""","""TROSEPINK""","""S18""","""54""","""21BL205TROSEPI""","""NKS18BL205LYDLES"""
"""300103701410918752120231227BL2""","""06""","""BLUES14""","""50""","""22BL206BLUES14BL206LYDLES""","""YEUX""","""DOUXBLUES14NOIR"""
"""300103701410918738120231227BL2""","""06""","""GREENS17""","""50""","""22BL206GREENS17BL206LYDLES""","""YEUX""","""DOUXGREENS17NOIR"""
"""300103701410918745120231227BL2""","""06""","""REDBLACKS1""","""8""","""50""","""22BL206REDBLACK""","""S18BL206LYDLES"""
"""300103701410918707120231227BL2""","""07""","""GREYBLUES""","""16""","""52""","""19BL207GREYBLU""","""ES16BL207LYDLES"""
"""300103701410918721120231227BL2""","""07""","""REDBLACKS""","""17""","""52""","""19BL207REDBLAC""","""KS17BL207LYDLES"""
"""300103701410918714120231227BL2""","""07""","""TBROWNPIN""","""KS18""","""52""","""19BL207TBROWNP""","""INKS18BL207LYDLES"""
"""300103701410916932120231227BL2""","""09""","""BLACKGOLD""","""51""","""19BL209BLACKGOLDBL209LYDLES""","""YEUX""","""DOUXBLACKGOLDNOIR"""
"""300103701410916918120231227BL2""","""09""","""REDBRONZE""","""51""","""19BL209REDBRONZEBL209LYDLES""","""YEUX""","""DOUXREDBRONZEROUGEAAB5119140BB211691"""
"""300103701410916925120231227BL2""","""09""","""RGOLD""","""51""","""19BL209RGOLDBL209LYDLES""","""YEUX""","""DOUXRGOLDROSEAAB5119140BB211691"""
"""300103701410916888120231227BL2""","""10""","""GREENBRON""","""ZE""","""53""","""17BL210GREENBR""","""ONZEBL210LYDLES"""
"""300103701410916901120231227BL2""","""10""","""RGOLD""","""53""","""17BL210RGOLDBL210LYDLES""","""YEUX""","""DOUXRGOLDBEIGE"""
"""300103701410916895120231227BL2""","""10""","""TBROWNGOL""","""D""","""53""","""17BL210TBROWNG""","""OLDBL210LYDLES"""
"""300103701410916871120231227BL2""","""11""","""BLACKGOLDS""","""16""","""51""","""19BL211BLACKGOL""","""DS16BL211LYDLES"""
"""300103701410916864120231227BL2""","""11""","""REDRGOLDS1""","""8""","""51""","""19BL211REDRGOLD""","""S18BL211LYDLES"""
"""300103701410916789120231227BL2""","""14""","""BROWNGOLD""","""52""","""18BL214TBROWNGOLDBL214LYDLES""","""YEUX""","""DOUXBROWNGOLDMARRON"""
"""300103701410916765120231227BL2""","""14""","""GREENGRGO""","""LD""","""52""","""18BL214GREENRG""","""OLDBL214LYDLES"""
"""300103701410916772120231227BL2""","""14""","""TGREYGOLD""","""52""","""18BL214TGREYGOLDBL214LYDLES""","""YEUX""","""DOUXTGREYGOLDGRIS"""
"""300103701410916734120231227BL2""","""15""","""BLUESILVE""","""R""","""52""","""16BL215BLUESIL""","""VERBL215LYDLES"""
"""300103701410916741120231227BL2""","""15""","""GREYGOLD""","""52""","""16BL215GREYGOLDBL215LYDLES""","""YEUX""","""DOUXGREYGOLDGRIS"""
"""300103701410916758120231227BL2""","""15""","""TBROWNGOL""","""D""","""52""","""16BL215TBROWNG""","""OLDBL215LYDLES"""
"""300103701410916703120231227BL2""","""16""","""BLACKGOLD""","""52""","""17BL216BLACKGOLDBL216LYDLES""","""YEUX""","""DOUXBLACKGOLDMARRON"""
"""300103701410916727120231227BL2""","""16""","""GREENRGOL""","""D""","""52""","""17BL216GREENRG""","""OLDBL216LYDLES"""
"""300103701410916710120231227BL2""","""16""","""WHITEGOLD""","""52""","""17BL216WHITEGOLDBL216LYDLES""","""YEUX""","""DOUXWHITEGOLDBLANC"""
"""300103701410916673120231227BL2""","""17""","""GREENBRON""","""ZE""","""53""","""18BL217GREENBR""","""ONZEBL217LYDLES"""
"""300103701410916680120231227BL2""","""17""","""PINKRGOLD""","""53""","""18BL217PINKRGOLDBL217LYDLES""","""YEUX""","""DOUXPINKRGOLDOR"""
"""300103701410916697120231227BL2""","""17""","""TBROWNGOL""","""D""","""53""","""18BL217TBROWNG""","""OLDBL217LYDLES"""
"""300103701410916642120231227BL2""","""18""","""BEIGEGOLD""","""50""","""17BL218BEIGEGOLDBL218LYDLES""","""YEUX""","""DOUXBEIGEGOLDOR"""
"""300103701410916666120231227BL2""","""18""","""BLACKGOLD""","""50""","""17BL218BLACKGOLDBL218LYDLES""","""YEUX""","""DOUXBLACKGOLDOR"""
"""300103701410916659120231227BL2""","""18""","""RGOLD""","""50""","""17BL218RGOLDBL218LYDLES""","""YEUX""","""DOUXRGOLDOR"""
"""300103701410916635120231227BL2""","""19""","""BLACKGOLD""","""51""","""20BL219BLACKGOLDBL219LYDLES""","""YEUX""","""DOUXBLACKGOLDNOIR"""
"""300103701410916628120231227BL2""","""19""","""BLUESILVE""","""R""","""51""","""20BL219BLUESIL""","""VERBL219LYDLES"""
"""300103701410916611120231227BL2""","""19""","""GREENGOLD""","""51""","""20BL219GREENGOLDBL219LYDLES""","""YEUX""","""DOUXGREENGOLDVERT"""
"""300103701410916581120231227BL2""","""20""","""BEIGEGOLD""","""55""","""15BL220BEIGEGOLDBL220LYDLES""","""YEUX""","""DOUXBEIGEGOLDOR"""
"""300103701410916604120231227BL2""","""20""","""BLACKGOLD""","""55""","""15BL220BLACKGOLDBL220LYDLES""","""YEUX""","""DOUXBLACKGOLDOR"""
"""300103701410916598120231227BL2""","""20""","""REDRGOLD""","""55""","""15BL220REDRGOLDBL220LYDLES""","""YEUX""","""DOUXREDRGOLDOR"""
"""300103701410916574120231227BL2""","""21""","""BLACKGOLD""","""49""","""19BL221BLACKGOLDBL221LYDLES""","""YEUX""","""DOUXBLACKGOLDNOIR"""
"""300103701410916550120231227BL2""","""21""","""REDRGOLD""","""49""","""19BL221REDRGOLDBL221LYDLES""","""YEUX""","""DOUXREDRGOLDROUGE"""
"""300103701410916567120231227BL2""","""21""","""WHITEGOLD""","""49""","""19BL221WHITEGOLDBL221LYDLES""","""YEUX""","""DOUXWHITEGOLDBLANC"""
"""300103701410916536120231227BL2""","""22""","""BEIGEGOLD""","""49""","""21BL222BEIGEGOLDBL222LYDLES""","""YEUX""","""DOUXBEIGEGOLDBEIGE"""
"""300103701410916529120231227BL2""","""22""","""GREYSILVE""","""R""","""49""","""21BL222GREYSIL""","""VERBL222LYDLES"""
"""300103701410916543120231227BL2""","""22""","""TBROWNGOL""","""D""","""49""","""21BL222TBROWNG""","""OLDBL222LYDLES"""
"""300103701410916505120231227BL2""","""23""","""BEIGEGOLD""","""52""","""21BL223BEIGEGOLDBL223LYDLES""","""YEUX""","""DOUXBEIGEGOLDMARRON"""
"""300103701410916512120231227BL2""","""23""","""BLACKGOLD""","""52""","""21BL223BLACKGOLDBL223LYDLES""","""YEUX""","""DOUXBLACKGOLDBEIGEAAB5221145BB211691"""
"""300103701410916499120231227BL2""","""23""","""ROSEGOLD""","""52""","""21BL223ROSEGOLDBL223LYDLES""","""YEUX""","""DOUXROSEGOLDBLANCAAB5221145BB211691"""
"""300103701410916482120231227BL2""","""24""","""BLACKGOLD""","""46""","""21BL224BLACKGOLDBL224LYDLES""","""YEUX""","""DOUXBLACKGOLDNOIR"""
"""300103701410916475120231227BL2""","""24""","""GREYSILVE""","""R""","""46""","""21BL224GREYSIL""","""VERBL224LYDLES"""
"""300103701410921301120231227BL2""","""24""","""PINKRGOLD""","""46""","""21BL224PINKRGOLDBL224LYDLES""","""YEUX""","""DOUXPINKRGOLDROSEAAB4621140BB211691"""
"""300103701410916468120231227BL2""","""24""","""REDGOLD""","""46""","""21BL224REDGOLDBL224LYDLES""","""YEUX""","""DOUXREDGOLDROUGE"""
"""300103701410916444120231227BL2""","""25""","""PINKRGOLD""","""48""","""21BL225PINKRGOLDBL225LYDLES""","""YEUX""","""DOUXPINKRGOLDECAILLE"""
"""300103701410916437120231227BL2""","""25""","""TBROWNGOL""","""D""","""48""","""21BL225TBROWNG""","""OLDBL225LYDLES"""
"""300103701410916451120231227BL2""","""25""","""TGOLD""","""48""","""21BL225TGOLDBL225LYDLES""","""YEUX""","""DOUXTGOLDMARRON"""
"""300103701410916390120231227BL2""","""26""","""BLACKBLUE""","""SILVE""","""R""","""46""","""23BL226BLACKBLUESILVERBL226LYDLES"""
"""300103701410916413120231227BL2""","""26""","""BLUETGUN""","""46""","""23BL226BLUETGUNBL226LYDLES""","""YEUX""","""DOUXBLUETGUNGUN"""
"""300103701410916406120231227BL2""","""26""","""TBRBLACKG""","""OLD""","""46""","""23BL226TBRBLAC""","""KGOLDBL226LYDLES"""
"""300103701410916420120231227BL2""","""26""","""TGREYTGOL""","""D""","""46""","""23BL226TGREYTG""","""OLDBL226LYDLES"""
"""300103701410916383120231227BL2""","""27""","""BLACKGOLD""","""49""","""21BL227BLACKGOLDBL227LYDLES""","""YEUX""","""DOUXBLACKGOLDNOIR"""
"""300103701410916369120231227BL2""","""27""","""BROWNSILV""","""ER""","""49""","""21BL227BROWNSI""","""LVERBL227LYDLES"""
"""300103701410916376120231227BL2""","""27""","""TBROWNGOL""","""D""","""49""","""21BL227TBROWNG""","""OLDBL227LYDLES"""
"""300103701410916352120231227BL2""","""27""","""TRANSPARE""","""NT""","""49""","""21BL227TRANSPA""","""RENTBL227LYDLES"""
"""300103701410916314120231227BL2""","""28""","""BLACK""","""45""","""23BL228TRANSPARENTBL228LYDLES""","""YEUX""","""DOUXBLACKTRANSPARENTAAD4523145AA211691"""
"""300103701410916345120231227BL2""","""28""","""BROWNBLAC""","""K""","""45""","""23BL228BROWNBL""","""ACKBL228LYDLES"""
"""300103701410916338120231227BL2""","""28""","""TBROWN""","""45""","""23BL228TBROWNBL228LYDLES""","""YEUX""","""DOUXTBROWNMARRONAAD4523145AA211691"""
"""300103701410916321120231227BL2""","""28""","""TBROWNBLA""","""CK""","""45""","""23BL228TBROWNB""","""LACKBL228LYDLES"""
"""300103701410916307120231227BL2""","""29""","""BLACK""","""49""","""20BL229BLACKBL229LYDLES""","""YEUX""","""DOUXBLACKNOIRAAD4920145AA211691"""
"""300103701410916284120231227BL2""","""29""","""BLUEGREY""","""49""","""20BL229BLUEGREYBL229LYDLES""","""YEUX""","""DOUXBLUEGREYBLEU"""
"""300103701410916291120231227BL2""","""29""","""TBROWN""","""49""","""20BL229TBROWNBL229LYDLES""","""YEUX""","""DOUXTBROWNECAILLE"""
"""300103701410916277120231227BL2""","""29""","""TRANSPARE""","""NT""","""49""","""20BL229TRANSPA""","""RENTBL229LYDLES"""
"""300103701410916260120231227BL2""","""30""","""BLACK""","""48""","""20BL230BLACKBL230LYDLES""","""YEUX""","""DOUXBLACKNOIRAAD4820145AA211691"""
